508.286,-165.000,0.000
512.571,-162.857,0.000
516.857,-158.571,0.000
516.857,-158.571,20.000
526.857,-147.857,20.000
526.857,-147.857,0.000
552.571,-147.857,0.000
552.571,-143.571,0.000
550.429,-139.286,0.000
548.286,-137.143,0.000
544.000,-135.000,0.000
537.571,-135.000,0.000
533.286,-137.143,0.000
529.000,-141.429,0.000
526.857,-147.857,0.000
526.857,-152.143,0.000
529.000,-158.571,0.000
533.286,-162.857,0.000
537.571,-165.000,0.000
544.000,-165.000,0.000
548.286,-162.857,0.000
552.571,-158.571,0.000
552.571,-158.571,20.000
564.714,-135.000,20.000
564.714,-135.000,0.000
564.714,-150.000,0.000
564.714,-165.000,0.000
564.714,-165.000,20.000
564.714,-143.571,20.000
564.714,-143.571,0.000
571.143,-137.143,0.000
575.429,-135.000,0.000
581.857,-135.000,0.000
586.143,-137.143,0.000
588.286,-143.571,0.000
588.286,-165.000,0.000
588.286,-165.000,20.000
594.000,-135.000,20.000
594.000,-135.000,0.000
600.429,-150.000,0.000
606.857,-165.000,0.000
606.857,-165.000,20.000
619.714,-135.000,20.000
619.714,-135.000,0.000
613.286,-150.000,0.000
606.857,-165.000,0.000
602.571,-173.571,0.000
598.286,-177.857,0.000
594.000,-180.000,0.000
591.857,-180.000,0.000
591.857,-180.000,20.000
500.000,-350.000,20.000
